PredictionString,image_id
1 0.9997953772544861 555.0497436523438 106.50076293945312 755.5881958007812 363.57904052734375 1 0.6361781358718872 477.3458251953125 595.5381469726562 563.4149169921875 659.7910766601562 1 0.27490943670272827 443.4499206542969 551.2915649414062 566.0618286132812 668.4717407226562 1 0.16752666234970093 386.319580078125 683.9390258789062 426.18438720703125 722.8347778320312 1 0.13881371915340424 462.6029968261719 583.4402465820312 552.5384521484375 640.5549926757812 1 0.12824885547161102 435.50555419921875 463.98443603515625 564.5864868164062 683.3007202148438 5 0.8989903926849365 240.38523864746094 675.300537109375 299.4585266113281 749.84423828125 5 0.4896634817123413 386.22943115234375 684.0050048828125 426.468017578125 722.5206298828125 5 0.4012448489665985 331.8087158203125 597.3674926757812 460.08612060546875 735.1792602539062 5 0.26434949040412903 331.6916809082031 628.750732421875 407.4152526855469 722.14013671875 5 0.23281912505626678 328.2685852050781 640.1298217773438 393.5655212402344 689.6565551757812 5 0.2206207662820816 415.8067626953125 621.1304931640625 464.3270263671875 712.9619140625 5 0.19371825456619263 381.72064208984375 616.7181396484375 448.50689697265625 729.41357421875 5 0.17047378420829773 352.4627990722656 681.2196655273438 430.4413757324219 724.2721557617188 5 0.13255301117897034 357.5832214355469 557.2344970703125 443.2942810058594 632.0806884765625 6 0.10110418498516083 407.0859680175781 359.2134094238281 583.8829345703125 672.3206787109375 7 0.9999504089355469 603.8421630859375 527.016845703125 954.5946044921875 1024.0 7 0.999915599822998 119.58601379394531 419.6654357910156 330.89349365234375 707.5614013671875 7 0.999703586101532 219.11187744140625 45.14825439453125 456.4630126953125 475.123291015625 7 0.9994660019874573 451.3423156738281 597.6973876953125 644.6700439453125 873.3328857421875 7 0.9993494153022766 637.4324951171875 325.3146057128906 877.510498046875 626.4146728515625 7 0.9985793828964233 391.7575378417969 185.37147521972656 600.870361328125 545.5713500976562 7 0.9808564186096191 263.4801025390625 442.216552734375 429.402099609375 592.88037109375 7 0.9765183329582214 550.0135498046875 340.775146484375 708.80810546875 606.8116455078125 7 0.6294906735420227 331.083251953125 595.8460693359375 458.50537109375 734.8294677734375 7 0.32567304372787476 333.61248779296875 550.9905395507812 446.37890625 632.0769653320312 7 0.23292513191699982 534.47900390625 181.18478393554688 577.44091796875 258.5458068847656 7 0.22259540855884552 466.64715576171875 592.050537109375 570.1567993164062 676.6171875 7 0.16591018438339233 338.68280029296875 677.24365234375 393.527099609375 725.2734375 7 0.1286943107843399 331.2779235839844 626.8080444335938 408.7323303222656 722.3859252929688 7 0.1273973286151886 154.355224609375 422.1291198730469 197.45162963867188 456.1530456542969 ,test/0000.jpg
4 0.47541338205337524 338.6270446777344 248.0518798828125 757.5447998046875 702.0342407226562 5 0.9960194230079651 132.8277130126953 0.91778564453125 497.63372802734375 288.60595703125 5 0.7804278135299683 340.54400634765625 241.23507690429688 755.5490112304688 697.125732421875 6 0.8012036085128784 754.0195922851562 659.7001953125 895.6471557617188 999.9083251953125 ,test/0001.jpg
0 0.9678373336791992 874.9429931640625 469.87335205078125 1021.4720458984375 627.5309448242188 0 0.8545165061950684 85.9461669921875 278.4175109863281 422.2093811035156 432.8232727050781 0 0.6757501363754272 91.38475036621094 280.198974609375 379.579345703125 605.8984985351562 0 0.37035515904426575 287.3458557128906 325.3707275390625 1014.3455810546875 408.6611328125 0 0.2275935560464859 281.2943420410156 317.3672180175781 1024.0 496.6357116699219 0 0.21871651709079742 123.69669342041016 363.23089599609375 318.9051208496094 596.9606323242188 0 0.1995171457529068 876.125732421875 239.05294799804688 913.6075439453125 272.1339416503906 0 0.19672322273254395 233.6162872314453 267.29119873046875 338.0963134765625 566.2061767578125 0 0.14049336314201355 397.8202209472656 336.6032409667969 1024.0 383.6285705566406 0 0.13588304817676544 665.1690673828125 293.18695068359375 721.1195068359375 321.4146728515625 0 0.13397614657878876 90.22931671142578 290.502197265625 265.13604736328125 414.930419921875 0 0.12031260877847672 775.8045654296875 423.065673828125 1024.0 1024.0 0 0.11420449614524841 585.4100952148438 318.8481750488281 997.1322631835938 373.8070373535156 1 0.999525785446167 283.4689636230469 311.5228576660156 1003.1763916015625 745.1187744140625 1 0.9934456944465637 421.3734436035156 269.1120910644531 642.9528198242188 331.7359924316406 1 0.9475153088569641 770.3347778320312 392.66827392578125 1022.9431762695312 1024.0 1 0.9267944097518921 668.7117309570312 228.3989715576172 996.4951782226562 325.47314453125 1 0.8324382305145264 88.8785171508789 292.67669677734375 332.0946960449219 602.2212524414062 1 0.4568457305431366 992.6773071289062 304.0682067871094 1024.0 408.6830139160156 1 0.4359424412250519 675.420654296875 230.45980834960938 806.6302490234375 322.2484436035156 1 0.29571542143821716 1004.59033203125 303.2837829589844 1024.0 333.2028503417969 1 0.2041584998369217 988.185546875 232.19261169433594 1021.64208984375 294.1339111328125 1 0.16620223224163055 864.5662231445312 250.61297607421875 911.6862182617188 325.4930419921875 1 0.1630796194076538 961.8859252929688 246.35562133789062 1024.0 404.7168273925781 1 0.1543826311826706 695.5607299804688 232.527099609375 760.0167846679688 318.97686767578125 1 0.12765897810459137 968.7482299804688 229.8626708984375 1023.7415161132812 250.68359375 1 0.11090102046728134 876.05908203125 239.13861083984375 913.93115234375 272.05999755859375 ,test/0002.jpg
9 0.9999020099639893 147.76220703125 260.9973449707031 917.1163330078125 817.3564453125 9 0.7923520803451538 4.36236572265625 0.0 1016.8543090820312 404.537841796875 ,test/0003.jpg
0 0.22832463681697845 435.1953125 407.81488037109375 657.4080810546875 553.993408203125 1 0.999595582485199 198.3045654296875 247.23138427734375 858.8880615234375 778.0569458007812 1 0.5214039087295532 430.3480529785156 408.0455322265625 656.9832763671875 553.8298950195312 2 0.2054397463798523 450.945556640625 410.7748718261719 653.3236083984375 539.52490234375 5 0.10590660572052002 452.41912841796875 407.81585693359375 655.8693237304688 545.3624267578125 7 0.5290859937667847 446.1855773925781 407.69903564453125 655.14013671875 545.0704345703125 ,test/0004.jpg
2 0.9996271133422852 347.88226318359375 227.53111267089844 766.2376098632812 709.9080810546875 ,test/0005.jpg
0 0.8821112513542175 599.6893920898438 1.3200149536132812 700.7817993164062 83.8491439819336 0 0.8498581051826477 896.1072387695312 785.90478515625 1024.0 918.68505859375 0 0.20703473687171936 0.7107582092285156 810.8734130859375 95.79000854492188 939.6507568359375 1 0.25647664070129395 279.8628234863281 384.8985595703125 397.8157653808594 745.5538330078125 1 0.22224818170070648 195.31268310546875 547.81201171875 277.40570068359375 704.30615234375 4 0.9983684420585632 415.2802734375 15.138092041015625 667.1748046875 275.2160949707031 5 0.9990441203117371 358.5177001953125 452.5392761230469 836.86962890625 723.732666015625 5 0.7306610941886902 3.0330429077148438 63.180755615234375 68.28081512451172 217.91629028320312 7 0.8402295112609863 269.1775817871094 15.121452331542969 412.6121520996094 182.03399658203125 7 0.10585470497608185 3.7710838317871094 62.362953186035156 68.32481384277344 219.25042724609375 9 0.13933372497558594 0.0 811.3666381835938 95.56080627441406 940.4660034179688 ,test/0006.jpg
0 0.9126994609832764 54.5887451171875 79.38690185546875 984.2373046875 969.1729125976562 0 0.7746081948280334 0.0 514.4198608398438 348.61602783203125 1024.0 0 0.7057876586914062 542.5194702148438 73.30194091796875 1012.2815551757812 589.4524536132812 0 0.580056369304657 287.9301452636719 3.334014892578125 1024.0 394.4282531738281 0 0.3634563684463501 274.47906494140625 40.507171630859375 973.8489379882812 685.5318603515625 0 0.24457629024982452 0.0 727.7071533203125 1009.7913818359375 1024.0 0 0.18252284824848175 385.28619384765625 570.6917724609375 1024.0 1024.0 0 0.14706695079803467 720.794677734375 149.95550537109375 995.36328125 577.19775390625 1 0.9986509680747986 350.1519470214844 886.408447265625 611.478271484375 1023.6793212890625 1 0.53758704662323 94.49688720703125 113.968994140625 961.6076049804688 904.2014770507812 1 0.45320558547973633 879.8109741210938 888.4115600585938 1017.2454223632812 1023.6441040039062 1 0.3952510356903076 190.08499145507812 897.3475952148438 373.7267150878906 1024.0 5 0.10887042433023453 116.35287475585938 107.419921875 910.9412841796875 834.3973388671875 7 0.11631304025650024 0.32725048065185547 858.0311889648438 26.115386962890625 1024.0 9 0.8838989734649658 266.7159118652344 98.69281005859375 889.8319091796875 731.9893798828125 9 0.26146307587623596 711.1251220703125 166.5754852294922 996.885498046875 571.75927734375 9 0.1863948404788971 427.960693359375 77.38067626953125 1018.9556884765625 592.9989624023438 9 0.1624482274055481 69.57037353515625 39.5819091796875 992.8689575195312 964.5669555664062 9 0.11669974029064178 450.0857849121094 461.457763671875 901.0933837890625 737.7584228515625 ,test/0007.jpg
0 0.6314034461975098 107.44788360595703 905.8667602539062 170.30792236328125 971.6593627929688 1 0.8848657608032227 650.6923828125 633.7339477539062 718.9791259765625 761.9649047851562 1 0.5302958488464355 360.05792236328125 500.8414611816406 448.3594970703125 614.13916015625 1 0.5186827182769775 107.23112487792969 906.0587768554688 170.49974060058594 971.4701538085938 1 0.12863130867481232 148.9901580810547 561.2428588867188 212.01466369628906 669.2207641601562 6 0.9317901134490967 773.1510009765625 280.9125061035156 975.54150390625 618.109619140625 7 0.9999377727508545 162.8394012451172 527.1019287109375 465.95263671875 960.56298828125 7 0.9997791647911072 4.937774658203125 615.49658203125 180.3687286376953 873.8260498046875 7 0.9996638298034668 402.8607177734375 473.56231689453125 685.2537841796875 874.9612426757812 7 0.998934805393219 5.93939208984375 363.8287658691406 270.4117736816406 640.24267578125 7 0.9960630536079407 681.5657348632812 514.710205078125 794.5944213867188 705.722900390625 7 0.9891632795333862 211.7754364013672 490.3858947753906 328.89898681640625 562.3781127929688 7 0.9790083765983582 528.3668823242188 432.8045959472656 718.1498413085938 613.2000732421875 7 0.9693410992622375 355.12030029296875 492.5323791503906 460.348388671875 704.3604736328125 7 0.7306652069091797 0.6212844848632812 538.2462768554688 45.090824127197266 694.8995971679688 7 0.1625346839427948 151.2916717529297 550.374755859375 215.58253479003906 669.84228515625 7 0.15002743899822235 92.09999084472656 493.1712646484375 348.96209716796875 629.2900390625 ,test/0008.jpg
0 0.9996786117553711 295.8743896484375 112.557861328125 659.949951171875 984.0679931640625 ,test/0009.jpg
